word1,word2,sim,dataset
collect,prayer,1.05,scws
collect,scrape,1.8,scws
collect,take,5.0,scws
colored,black,4.1,scws
colored,black,3.8,scws
colored,grey,7.0,scws
colors,colors,9.6,scws
colors,emblem,2.6,scws
colors,ensign,2.6,scws
colors,pigment,6.4,scws
combination,scheme,1.6,scws
commit,commit,8.05,scws
commit,vow,3.4,scws
communication,abstraction,2.1,scws
communications,discipline,1.9,scws
communications,transmission,5.9,scws
compact,case,1.9,scws
compact,pack,2.8,scws
compact,packed,4.9,scws
compact,short,3.4,scws
compact,write,1.5,scws
company,company,8.4,scws
company,stock,1.6,scws
competition,price,3.2,scws
competition,relation,2.0,scws
compound,enhance,0.6,scws
compound,recombine,5.02,scws
compound,whole,4.01,scws
computation,conversion,3.8,scws
computation,procedure,3.4,scws
computer,internet,7.38,scws
computer,keyboard,5.6,scws
computer,number,2.9,scws
computer,platform,4.9,scws
computer,software,7.4,scws
concert,plan,1.1,scws
concert,rock,4.3,scws
concert,virtuoso,3.85,scws
conclusion,assumption,5.25,scws
conclusion,conclusion,8.1,scws
conclusion,judgment,6.7,scws
connect,connect,6.9,scws
constellation,natural,2.6,scws
constellation,topology,1.3,scws
content,collection,5.3,scws
content,disapproval,1.6,scws
content,limit,3.3,scws
convinced,disarm,2.35,scws
cool,air-conditioned,7.75,scws
cool,coldness,4.2,scws
cool,cool,9.8,scws
cool,state,2.2,scws
counter,act,2.8,scws
counter,answer,2.2,scws
counter,equipment,2.7,scws
counter,negative,2.7,scws
country,ally,3.3,scws
country,citizen,4.0,scws
course,course,7.4,scws
course,stream,2.3,scws
course,workshop,2.8,scws
covering,blanket,3.0,scws
covering,bootleg,1.4,scws
covering,cloak,3.4,scws
covering,covering,6.85,scws
covering,submerge,2.65,scws
crabs,crab,10.0,scws
crack,check,2.1,scws
crack,crack,5.5,scws
cracking,crack,8.4,scws
cracking,cracking,8.75,scws
cracking,noise,5.9,scws
cracking,sound,4.7,scws
credit,card,5.3,scws
credit,credit,3.1,scws
credit,information,1.5,scws
credit,money,8.3,scws
credit,ovation,3.9,scws
crew,man,3.4,scws
crisis,emergency,7.5,scws
criterion,condition,6.5,scws
criterion,measurement,3.15,scws
cross,marking,2.55,scws
cross,meet,6.6,scws
cucumber,gherkin,6.8,scws
cucumber,melon,6.5,scws
culture,counterculture,5.1,scws
culture,culture,8.7,scws
culture,grow,1.1,scws
culture,subculture,7.2,scws
cup,artifact,1.9,scws
cup,coffee,2.88,scws
cup,drink,1.1,scws
cup,entity,1.5,scws
cup,food,3.9,scws
cup,liquid,2.8,scws
cup,object,1.8,scws
cup,shape,4.3,scws
cup,substance,0.5,scws
cup,tableware,2.3,scws
curb,bit,2.1,scws
curb,smother,3.55,scws
curb,train,2.2,scws
currency,exchange,5.1,scws
currency,market,5.95,scws
currency,prevalence,1.25,scws
cutting,nip,5.0,scws
damned,lost,3.15,scws
damned,people,1.8,scws
damned,raise,1.4,scws
dawn,begin,3.8,scws
dawn,hour,3.1,scws
day,morrow,1.2,scws
deaf,people,1.3,scws
death,inmate,2.3,scws
death,organic,2.3,scws
death,row,1.6,scws
deceased,born,5.9,scws
deceased,dead,8.0,scws
decoration,service,1.1,scws
decoration,set,2.5,scws
decoration,valor,2.35,scws
defeat,disappointment,4.45,scws
defeated,people,2.0,scws
defeated,upset,4.15,scws
defeat,ending,4.5,scws
defeat,overrun,8.7,scws
defeat,veto,3.5,scws
defense,biological,0.9,scws
defense,defense,8.8,scws
defense,protection,8.5,scws
delay,catch,1.8,scws
delay,delay,9.3,scws
delay,hesitate,5.5,scws
delay,moratorium,2.0,scws
delay,news,3.1,scws
delay,racism,0.0,scws
deliver,serve,3.2,scws
demand,call,3.8,scws
demand,claim,5.9,scws
demand,demand,7.65,scws
demand,request,6.1,scws
demand,supply,5.8,scws
demonic,evil,7.6,scws
departure,variation,1.1,scws
deployment,departure,3.5,scws
deployment,redeployment,7.1,scws
deposit,geological,2.6,scws
depression,depression,5.7,scws
depression,state,4.6,scws
derived,derived,8.7,scws
derived,reap,4.4,scws
develop,mental,0.85,scws
development,deepening,3.6,scws
development,elaboration,4.1,scws
direction,combination,2.15,scws
direction,direction,6.5,scws
direction,qibla,2.6,scws
disability,anorgasmia,3.9,scws
disability,death,1.8,scws
disabled,people,1.8,scws
disabled,unfit,5.1,scws
disaster,adversity,5.3,scws
disaster,wave,2.35,scws
discipline,discipline,3.2,scws
discipline,science,3.44,scws
discipline,system,2.35,scws
discovery,breakthrough,7.95,scws
discovery,disclosure,3.1,scws
discovery,space,2.1,scws
display,display,6.28,scws
display,light,3.1,scws
display,model,4.6,scws
display,stick,2.3,scws
ditch,abandon,6.3,scws
ditch,drain,4.2,scws
ditch,waterway,4.8,scws
dividend,calculation,2.9,scws
dividend,numerator,4.2,scws
diving,meet,3.45,scws
diving,one-half,0.3,scws
diving,submerge,5.0,scws
doctor,nurse,6.35,scws
doctor,personnel,3.3,scws
doctor,primary,1.3,scws
doctor,theologian,5.7,scws
dollar,bill,2.2,scws
dollar,buck,0.5,scws
dollar,dominican,1.0,scws
dollar,loss,0.75,scws
dollar,profit,4.6,scws
dot,cover,2.15,scws
dot,disk,2.4,scws
dot,dot,0.7,scws
dot,seashore,1.0,scws
double,hit,3.85,scws
double,hit,0.6,scws
double,multiple,5.65,scws
double,multiple,4.9,scws
draw,draw,5.8,scws
draw,entertainer,2.6,scws
draw,gully,2.3,scws
drawing,drag,3.95,scws
drawing,draw,5.95,scws
drawing,drawing,7.7,scws
drawing,frame,0.6,scws
draw,twitch,1.9,scws
dress,formal,2.1,scws
dress,morning,0.0,scws
dress,neckline,4.7,scws
dress,wear,7.8,scws
drink,car,2.4,scws
drink,drink,5.6,scws
drink,ear,1.5,scws
drink,eat,5.3,scws
drink,mother,1.0,scws
drink,mouth,3.6,scws
drink,murder,1.2,scws
drink,turn,1.3,scws
drive,drive,3.9,scws
drive,impulse,4.0,scws
drive,mechanism,3.6,scws
drive,operate,2.0,scws
drive,ride,4.4,scws
drop,descend,4.2,scws
drop,drop,8.2,scws
drop,measure,1.4,scws
dropping,dropping,8.3,scws
drop,sink,4.3,scws
drop,teardrop,2.7,scws
drought,time,1.5,scws
drug,abuse,5.3,scws
drug,anesthetic,7.65,scws
dwelling,exist,4.6,scws
earning,murder,0.1,scws
eat,bread,5.75,scws
eat,eat,7.6,scws
ecology,environment,7.6,scws
education,education,8.0,scws
effects,backdate,1.2,scws
effects,effects,9.9,scws
effects,happen,3.2,scws
effects,repercussion,6.1,scws
effort,liberation,2.05,scws
egg,white,1.4,scws
eliminate,eliminate,7.7,scws
eliminate,out,4.4,scws
emergency,temp,0.5,scws
emphasized,stress,8.4,scws
endeavor,worst,3.4,scws
energy,crisis,0.9,scws
energy,energy,7.4,scws
energy,force,3.5,scws
energy,heat,4.1,scws
energy,laboratory,1.9,scws
energy,secretary,1.0,scws
entity,abstraction,2.0,scws
environment,habitat,6.25,scws
equal,differ,5.0,scws
equal,inadequate,3.7,scws
equality,sameness,7.05,scws
equality,tie,2.3,scws
equal,person,0.6,scws
equipment,maker,2.4,scws
equipment,rescue,0.7,scws
establishment,collectivization,2.7,scws
establishment,establishment,5.95,scws
establishment,institution,7.6,scws
even,change,1.2,scws
even,change,0.3,scws
evidence,identification,4.95,scws
evidence,information,6.85,scws
evidence,notarize,5.15,scws
example,specimen,6.9,scws
exhibit,evidence,4.45,scws
exhibit,exhibit,8.3,scws
exhibit,memorabilia,1.1,scws
exhibit,parade,1.6,scws
exhibit,possess,3.3,scws
exhibit,show,6.8,scws
experience,experience,7.7,scws
experience,inexperience,6.7,scws
experience,life,3.95,scws
experience,suffer,5.35,scws
experience,taste,4.5,scws
extension,expansion,6.2,scws
extension,extension,7.45,scws
eye,look,6.4,scws
fail,choke,2.6,scws
fail,shipwreck,2.4,scws
fair,book,2.2,scws
fair,join,1.8,scws
fair,midway,2.55,scws
fair,moderate,2.7,scws
family,child,4.45,scws
family,family,8.95,scws
family,planning,0.8,scws
famine,irish,1.7,scws
famine,lack,4.4,scws
fast,abstain,5.9,scws
fast,abstain,4.4,scws
fast,fast,2.3,scws
fast,hunger,1.5,scws
fast,sudden,5.6,scws
fauna,avifauna,6.1,scws
fear,fear,9.0,scws
fear,fearlessness,6.6,scws
fear,panic,8.05,scws
fertility,egg,2.7,scws
fertility,sterility,6.15,scws
fiction,canard,4.45,scws
fiction,fantasy,6.45,scws
field,handle,0.0,scws
field,play,3.3,scws
field,tract,1.7,scws
fighting,brush,0.2,scws
fighting,defeating,5.8,scws
fighting,fighting,7.7,scws
fighting,resist,5.0,scws
filled,filled,7.3,scws
film,film,6.95,scws
film,medium,2.9,scws
film,record,7.1,scws
fine,book,0.4,scws
fine,precise,3.75,scws
fingerprint,identification,5.0,scws
firm,corporation,8.1,scws
firm,hard,7.25,scws
five,forward,0.1,scws
fleet,aircraft,4.3,scws
fleet,fleet,7.6,scws
fleet,line,0.8,scws
fleet,travel,2.6,scws
flight,flight,6.9,scws
flight,shoot,2.2,scws
flight,sortie,4.4,scws
flood,debacle,3.25,scws
flood,fill,3.8,scws
flood,flood,7.2,scws
flood,flow,6.45,scws
flush,age,0.9,scws
flush,down,2.2,scws
flush,even,0.3,scws
flush,good,2.0,scws
flush,rich,1.6,scws
fly,fly,7.5,scws
fly,travel,5.5,scws
focus,blur,3.5,scws
focus,concentration,7.0,scws
focus,distinctness,3.9,scws
focus,focus,8.45,scws
focus,life,0.6,scws
focus,think,4.0,scws
follow,follow,8.5,scws
food,fruit,6.9,scws
food,medium,2.0,scws
food,preparation,1.9,scws
food,produce,3.1,scws
food,rooster,3.9,scws
football,basketball,2.6,scws
football,soccer,9.2,scws
football,soccer,8.5,scws
football,tennis,5.4,scws
forecast,evaluate,5.0,scws
forecast,predict,7.9,scws
forecast,prognosis,4.8,scws
forest,biome,5.45,scws
forest,growth,1.85,scws
form,abbreviation,2.4,scws
form,type,7.4,scws
fort,presidio,2.4,scws
forward,bold,1.35,scws
forward,player,2.0,scws
forward,position,3.9,scws
forward,transport,3.1,scws
found,found,8.8,scws
found,initiate,3.0,scws
found,wage,0.5,scws
freeing,clear,3.2,scws
freeing,parole,3.75,scws
freelance,work,2.4,scws
fruit,bear,2.55,scws
fruit,product,2.3,scws
fuck,intercourse,4.2,scws
fuck,sex,6.1,scws
fuel,fire,3.2,scws
fuel,supply,5.8,scws
fuel,supply,3.5,scws
full,full,8.4,scws
full,month,2.3,scws
full,whole,7.6,scws
furnace,oil,2.9,scws
furnace,stove,1.35,scws
further,far,4.05,scws
further,promote,2.2,scws
fused,gauge,1.6,scws
fused,united,5.7,scws
gain,account,4.7,scws
gain,gain,8.2,scws
gain,measure,2.85,scws
gain,obtain,7.5,scws
galaxy,collection,3.9,scws
gallery,audience,3.35,scws
game,defeat,2.0,scws
game,parlay,1.5,scws
game,playoff,4.6,scws
game,round,2.4,scws
game,series,4.85,scws
game,team,3.2,scws
game,victory,3.4,scws
gas,gas,8.4,scws
gas,sewer,2.2,scws
gas,state,1.4,scws
gem,art,0.9,scws
gem,crystalline,5.4,scws
gender,asexual,5.0,scws
gender,equality,2.15,scws
gen,information,1.7,scws
gig,gig,8.8,scws
gig,harpoon,0.4,scws
glass,magician,1.4,scws
glass,metal,2.2,scws
glass,seidel,1.2,scws
gone,advance,0.95,scws
gone,work,2.8,scws
gore,blood,4.8,scws
gore,cut,2.0,scws
gore,pierce,3.4,scws
government,crisis,2.55,scws
government,state,5.95,scws
governor,control,4.5,scws
governor,interview,0.95,scws
graduate,confer,1.7,scws
graduate,graduate,8.7,scws
graduate,high,1.35,scws
graduate,instrument,1.2,scws
graduate,receive,0.95,scws
graduate,scholar,6.4,scws
graveyard,field,2.6,scws
greater,greater,8.7,scws
greater,large,7.2,scws
grocery,shelf,1.7,scws
group,biological,0.8,scws
group,meet,3.7,scws
group,vinyl,0.6,scws
hard,fractious,2.0,scws
hard,hard,8.6,scws
hard,soft,3.4,scws
hardware,weaponry,4.0,scws
hay,fodder,5.6,scws
healing,better,2.2,scws
health,condition,4.25,scws
health,illness,6.9,scws
heel,follow,2.0,scws
heel,stack,0.6,scws
height,degree,3.7,scws
hike,increase,7.4,scws
hill,tor,1.95,scws
history,age,5.35,scws
history,recital,2.1,scws
holy,sex,2.6,scws
holy,topographical,1.5,scws
home,away,1.8,scws
home,return,1.85,scws
honest,sincere,8.2,scws
honey,lover,2.7,scws
hooks,catch,1.7,scws
hooks,hand,2.9,scws
hooks,hooks,4.5,scws
hospital,center,3.4,scws
hospital,infrastructure,2.0,scws
hospital,institution,3.4,scws
hot,calorific,3.8,scws
hotel,reservation,3.25,scws
hot,hot,1.5,scws
hot,violent,1.5,scws
hundred,large,2.6,scws
hundred,percent,4.3,scws
hypertension,cardiovascular,4.5,scws
ice,shelf,3.0,scws
image,appearance,5.35,scws
image,image,7.8,scws
image,mental,2.05,scws
image,surface,3.6,scws
image,visualize,7.4,scws
impartiality,inclination,2.05,scws
impartiality,interest,3.9,scws
implement,use,8.5,scws
importance,important,5.55,scws
importance,standing,2.7,scws
increased,add,5.8,scws
increased,enhanced,7.8,scws
increased,maximize,6.8,scws
index,list,7.6,scws
index,mass,2.5,scws
index,safety,0.5,scws
industry,enterprise,7.35,scws
industry,growth,3.6,scws
information,confirmation,3.1,scws
information,datum,5.0,scws
infrastructure,structure,5.5,scws
initial,first,8.09,scws
initial,letter,2.6,scws
inmate,resident,5.7,scws
instability,disorder,4.7,scws
institution,vicariate,2.4,scws
instruction,course,2.5,scws
instruction,recipe,5.3,scws
insurance,car,2.85,scws
insurance,contract,4.2,scws
interest,benefit,2.65,scws
interest,enthusiasm,8.3,scws
intermediate,chemical,2.3,scws
intermediate,moderate,4.2,scws
internet,network,3.6,scws
interview,telephone,1.7,scws
introduction,introduction,9.0,scws
introduction,opening,5.1,scws
introduction,usher,1.5,scws
investigation,count,4.9,scws
investigation,effort,3.65,scws
investigation,fishing,1.3,scws
investor,earning,3.35,scws
iron,alpha,2.8,scws
iron,iron,2.7,scws
iron,robust,4.45,scws
isolation,alienation,8.5,scws
isolation,solitude,7.05,scws
issue,edit,1.4,scws
issue,edition,7.2,scws
issue,issue,3.65,scws
issue,overriding,2.9,scws
issue,unblock,1.8,scws
jazz,cool,1.4,scws
jazz,neck,0.8,scws
jazz,play,3.6,scws
jewel,person,1.8,scws
journal,association,2.9,scws
journal,writing,5.6,scws
journey,car,3.25,scws
journey,ship,2.6,scws
journey,voyage,7.8,scws
keep,act,2.2,scws
keep,continue,5.2,scws
keep,keep,8.05,scws
keep,stronghold,4.4,scws
keyboard,holder,3.6,scws
keyboard,typeset,7.95,scws
kind,category,5.5,scws
kind,soft,3.25,scws
king,cabbage,1.2,scws
king,queen,5.15,scws
king,queen,4.9,scws
king,rival,1.5,scws
laboratory,region,0.85,scws
lack,exclude,2.2,scws
lad,brother,3.6,scws
lad,child,4.0,scws
landscape,landscape,8.7,scws
landscape,painting,5.4,scws
landscape,scenery,7.6,scws
language,language,8.4,scws
language,soliloquy,3.3,scws
last,end,5.95,scws
last,last,6.1,scws
last,past,6.05,scws
last,populate,1.5,scws
last,rank,1.7,scws
last,run,4.0,scws
last,senior,1.8,scws
laundering,change,2.1,scws
laundering,machine,1.75,scws
laundering,wash,6.9,scws
law,joke,2.9,scws
law,mosaic,3.4,scws
lawyer,barrister,6.8,scws
lawyer,evidence,3.65,scws
lay,blow,1.4,scws
lay,song,2.5,scws
learned,discover,4.6,scws
learned,educated,8.3,scws
learned,learned,7.3,scws
learned,scholarly,7.6,scws
left,abandon,5.7,scws
left,dad,1.0,scws
lesson,admonition,5.1,scws
lesson,tennis,1.8,scws
lever,machine,2.25,scws
lever,open,2.8,scws
library,collection,6.2,scws
library,house,2.6,scws
life,being,3.6,scws
life,experience,3.1,scws
life,lesson,1.8,scws
life,life,6.6,scws
life,term,2.9,scws
lift,aid,0.95,scws
lift,consequence,1.9,scws
lift,lower,4.4,scws
lift,move,2.8,scws
lighter,fuel,1.0,scws
lighter,heavy,7.1,scws
lighter,lighter,7.9,scws
lighter,match,2.5,scws
light,headlight,4.3,scws
light,light,5.2,scws
light,lighten,3.5,scws
light,smoke,1.4,scws
limb,branch,1.0,scws
limb,limb,4.05,scws
line,crib,1.1,scws
line,insurance,1.0,scws
line,lie,3.5,scws
line,line,2.0,scws
liquid,liquid,4.7,scws
liquid,matter,1.1,scws
liquid,medium,2.6,scws
liquid,water,7.35,scws
listing,category,4.7,scws
listing,organization,1.75,scws
listing,post,3.5,scws
listing,proximity,0.8,scws
listing,sick,1.7,scws
list,position,1.6,scws
list,post,5.2,scws
list,shopping,2.0,scws
live,people,1.8,scws
lobster,american,0.5,scws
lobster,food,4.4,scws
lobster,wine,2.2,scws
look,eye,3.5,scws
looking,looking,6.9,scws
looking,search,5.6,scws
looking,sightseeing,4.51,scws
look,look,4.2,scws
look,observation,7.0,scws
look,sparkle,5.75,scws
loss,loss,7.7,scws
loss,reducing,6.65,scws
loss,wastage,4.95,scws
lost,drop,1.95,scws
lost,lost,9.5,scws
lost,people,2.2,scws
lost,sleep,1.8,scws
love,agape,4.2,scws
love,care,4.7,scws
love,like,4.15,scws
love,love,7.3,scws
love,object,0.1,scws
lover,quarrel,2.6,scws
love,sex,3.1,scws
lowering,decrease,7.4,scws
lowering,devalue,7.45,scws
lowering,movement,2.8,scws
lowering,reef,1.3,scws
luxury,car,2.7,scws
madhouse,mental,6.0,scws
magician,escapologist,4.4,scws
magician,magus,1.0,scws
magician,wizard,6.1,scws
maker,manufacturer,6.2,scws
man,force,0.2,scws
man,man,6.8,scws
manslaughter,homicide,7.4,scws
manufacture,commercial,3.93,scws
manufacture,up,1.5,scws
man,woman,4.8,scws
mark,broad,2.0,scws
mark,buoy,1.8,scws
mark,class,1.5,scws
market,black,0.5,scws
market,labor,2.6,scws
market,shop,2.8,scws
market,trade,6.4,scws
mark,mark,3.4,scws
marriage,open,2.0,scws
marriage,spouse,7.7,scws
married,person,1.7,scws
match,final,5.5,scws
match,look,2.1,scws
match,matchstick,2.35,scws
match,supply,1.9,scws
mature,develop,5.9,scws
mature,mature,8.2,scws
medal,distinguish,1.5,scws
media,environment,0.4,scws
media,gain,1.4,scws
media,media,9.4,scws
media,radio,5.7,scws
media,telecommunication,6.5,scws
media,trading,1.0,scws
mention,allusion,5.6,scws
mention,comment,6.8,scws
mention,mention,8.3,scws
mention,photograph,0.8,scws
mention,up,3.65,scws
merit,approach,1.5,scws
merit,demerit,4.2,scws
merit,worthiness,4.4,scws
metal,silver,7.45,scws
metal,tombac,2.6,scws
midday,noon,6.0,scws
middle,central,8.15,scws
middle,middle,8.0,scws
middle,phase,2.1,scws
middle,put,1.9,scws
mile,kilometer,8.9,scws
milk,draw,1.2,scws
milk,milk,9.4,scws
milk,nutriment,4.3,scws
mind,mind,8.45,scws
mind,recall,4.8,scws
mine,strip,3.15,scws
mine,sulfur,2.3,scws
minister,clergyman,3.7,scws
minister,foreign,3.15,scws
minister,party,5.4,scws
minister,work,2.17,scws
ministry,building,2.3,scws
ministry,culture,1.65,scws
ministry,priesthood,4.95,scws
minority,minor,5.3,scws
minority,peace,1.5,scws
miss,failure,1.3,scws
mock,derision,4.1,scws
mock,tease,7.5,scws
model,kind,4.9,scws
model,ptolemaic,0.0,scws
model,shape,4.6,scws
mole,spy,4.6,scws
money,bank,4.2,scws
money,cash,2.1,scws
money,currency,7.9,scws
money,deposit,2.5,scws
money,dollar,8.5,scws
money,laundering,2.9,scws
money,operation,0.3,scws
money,pile,0.2,scws
money,possession,1.1,scws
money,property,2.8,scws
money,wealth,6.9,scws
monk,oracle,4.1,scws
monk,religious,7.2,scws
monk,slave,1.5,scws
month,hotel,0.7,scws
month,solar,1.7,scws
month,week,7.5,scws
moon,object,1.5,scws
morality,importance,3.6,scws
morality,inner,3.7,scws
morality,virtue,5.8,scws
morocco,levant,5.15,scws
morocco,moroccan,9.05,scws
motel,motor,0.2,scws
mother,care,4.4,scws
mother,make,0.9,scws
mother,mother,4.3,scws
mother,mother-in-law,5.25,scws
mother,yeast,0.3,scws
motor,agent,0.2,scws
motor,stepper,5.1,scws
motto,catchphrase,5.25,scws
mourning,sadness,7.45,scws
mouth,beak,4.1,scws
mouth,mouth,4.5,scws
mouth,tongue,7.1,scws
movie,approach,1.0,scws
movie,critic,2.3,scws
movie,popcorn,4.0,scws
movie,star,1.9,scws
movie,theater,6.5,scws
ms,gulf,0.5,scws
ms,ms,0.0,scws
murder,manslaughter,7.6,scws
museum,depository,3.3,scws
museum,theater,6.0,scws
music,project,1.5,scws
music,sound,4.7,scws
narrow,determine,2.17,scws
narrow,limited,5.25,scws
narrow,narrow,7.1,scws
narrow,strait,4.9,scws
nation,foreign,5.7,scws
nation,spanish,5.7,scws
nature,agent,0.8,scws
nature,characteristic,4.4,scws
nature,environment,6.95,scws
nature,man,2.4,scws
nerves,psychological,4.6,scws
network,hardware,5.5,scws
network,network,5.79,scws
network,system,5.0,scws
network,system,6.2,scws
newspaper,item,1.9,scws
newspaper,publisher,5.1,scws
news,report,6.9,scws
news,update,5.95,scws
nobility,aristocrat,5.7,scws
noon,day,4.1,scws
noon,string,0.3,scws
number,majority,4.9,scws
number,number,7.9,scws
nurse,nurse,3.8,scws
nurse,practical,1.3,scws
nurse,treat,6.2,scws
object,challenge,1.8,scws
object,draw,3.9,scws
object,point,1.6,scws
observation,architecture,1.3,scws
observation,radio,0.9,scws
office,business,4.75,scws
office,printing,0.8,scws
offset,balance,3.5,scws
offset,balance,5.6,scws
offset,compensation,1.9,scws
offset,offset,7.2,scws
oil,oil,7.4,scws
opening,opening,5.6,scws
opening,rift,2.45,scws
opening,up,1.1,scws
opera,industry,1.7,scws
opera,musical,4.75,scws
operation,action,6.6,scws
operation,operation,6.6,scws
oracle,prophecy,5.17,scws
orchestrated,score,0.5,scws
organism,individual,4.95,scws
organism,system,2.3,scws
oxygen,liquid,2.8,scws
pack,battalion,2.5,scws
pack,fill,2.6,scws
pack,pack,2.1,scws
panorama,position,2.5,scws
paper,paper,5.35,scws
parent,organism,2.3,scws
part,interruption,0.3,scws
part,part,7.4,scws
part,relation,3.3,scws
party,dance,1.2,scws
party,party,1.05,scws
party,union,5.8,scws
pass,accomplishment,2.4,scws
passing,death,1.7,scws
passing,done,2.6,scws
passing,forward,4.8,scws
passing,passing,4.6,scws
passing,run,2.5,scws
pass,leave,5.0,scws
pass,pass,1.7,scws
patronage,blessing,3.7,scws
patronage,people,4.1,scws
pat,sound,1.3,scws
pat,touch,3.1,scws
payment,repayment,5.4,scws
peace,amity,6.2,scws
peace,atmosphere,1.7,scws
peace,insurance,1.7,scws
peace,plan,2.0,scws
people,state,4.3,scws
percent,occupancy,3.2,scws
perfect,polish,4.5,scws
perfect,unbroken,3.7,scws
performance,magic,4.8,scws
performance,recital,1.8,scws
personnel,department,3.2,scws
personnel,police,5.1,scws
phone,equipment,5.1,scws
physics,chemistry,8.15,scws
physics,proton,5.55,scws
place,area,3.2,scws
place,delegate,5.75,scws
place,place,6.9,scws
place,siphon,2.0,scws
plain,knit,2.2,scws
plain,llano,4.9,scws
plain,obvious,3.6,scws
plain,plain,6.65,scws
plain,report,1.9,scws
plain,simple,5.25,scws
plane,car,3.0,scws
plane,cut,1.37,scws
plan,employee,1.0,scws
plane,seaplane,3.5,scws
planet,astronomer,5.7,scws
planet,constellation,5.05,scws
planet,follower,1.7,scws
planet,galaxy,4.7,scws
planet,people,1.9,scws
planet,space,3.65,scws
planet,star,6.35,scws
plan,hotel,2.15,scws
planning,draw,6.2,scws
planning,frame,2.0,scws
plan,plan,9.0,scws
plan,schedule,8.6,scws
plasma,gamma,1.5,scws
play,curtain,1.05,scws
played,act,3.3,scws
played,die,1.2,scws
play,foul,2.3,scws
play,play,5.69,scws
play,thousand,0.7,scws
poll,homo,1.1,scws
poll,poll,7.4,scws
poll,straw,0.8,scws
poll,vote,8.25,scws
pop,father,0.2,scws
pop,hit,2.75,scws
pop,soft,1.2,scws
population,overpopulation,6.8,scws
possession,criminal,2.35,scws
possession,liabilities,2.9,scws
possession,possession,7.0,scws
possibility,expectation,3.75,scws
possibility,girl,0.2,scws
potato,vine,2.7,scws
pound,pound,3.25,scws
practice,formalism,3.0,scws
practice,learn,5.35,scws
practice,practice,8.7,scws
prairie,grassland,3.5,scws
precedent,antecedent,5.6,scws
precedent,civil,1.5,scws
precedent,cognition,3.7,scws
precedent,collection,0.9,scws
precedent,example,4.1,scws
precedent,group,0.9,scws
precedent,information,2.45,scws
precedent,law,4.9,scws
prejudice,bias,6.75,scws
prejudice,recognition,2.2,scws
preparation,smell,2.65,scws
preservation,condition,3.1,scws
preservation,self-preservation,4.5,scws
preservation,world,0.6,scws
president,branch,3.95,scws
president,medal,1.2,scws
president,president,7.9,scws
pressing,part,1.35,scws
pressing,squeeze,2.7,scws
price,cost,8.3,scws
price,mark,1.7,scws
price,price,9.1,scws
principle,hellenism,4.3,scws
principle,principle,9.1,scws
principle,yin,1.4,scws
print,contact,2.3,scws
print,print,6.7,scws
print,produce,4.9,scws
problem,airport,1.1,scws
problem,challenge,7.4,scws
problem,difficulty,7.6,scws
problem,poser,1.5,scws
production,crew,3.05,scws
production,growing,4.75,scws
production,production,6.9,scws
production,theater,3.2,scws
professor,academician,8.1,scws
professor,cucumber,0.2,scws
professor,doctor,3.45,scws
profit,advantage,7.2,scws
profit,fast,0.7,scws
profit,gain,9.0,scws
profit,loss,4.1,scws
profit,warning,0.9,scws
project,bulge,2.1,scws
projecting,bulge,4.6,scws
projecting,communicate,2.8,scws
projecting,projecting,6.3,scws
project,moneymaker,1.5,scws
project,project,1.0,scws
prominence,limelight,4.3,scws
promise,betrothal,1.85,scws
promise,declare,3.3,scws
promise,expectation,4.0,scws
promise,pledge,8.5,scws
promise,promise,8.6,scws
property,possession,3.9,scws
proton,nucleon,8.2,scws
proximity,vicinity,7.4,scws
psychiatry,psychotherapy,6.1,scws
psychology,anxiety,5.45,scws
psychology,clinic,2.6,scws
psychology,cognition,3.0,scws
psychology,depression,4.3,scws
psychology,discipline,2.1,scws
psychology,doctor,4.8,scws
psychology,fear,3.7,scws
psychology,health,3.25,scws
psychology,mind,5.1,scws
psychology,science,6.4,scws
psychology,science,4.1,scws
quarrel,argue,6.85,scws
queen,insect,1.6,scws
queen,promote,2.1,scws
queen,queen,9.4,scws
quiet,louden,0.5,scws
quiet,order,2.9,scws
rabbi,leader,5.75,scws
rabbi,title,2.15,scws
racism,anti-semitism,7.4,scws
racism,profiling,2.8,scws
racket,enterprise,4.7,scws
racket,noise,2.0,scws
radio,broadcasting,7.9,scws
raising,bump,4.7,scws
raising,rise,3.1,scws
raising,upbringing,5.2,scws
reading,interpretation,5.4,scws
reading,read,8.15,scws
reading,reading,4.8,scws
reason,criterion,2.0,scws
reason,explanation,7.02,scws
reason,generalize,4.35,scws
reason,present,1.7,scws
reason,reason,7.3,scws
rebel,soldier,7.3,scws
rebel,young,1.1,scws
recognition,designation,2.9,scws
recognition,recognition,7.0,scws
recommendation,advice,5.9,scws
recommendation,puff,1.0,scws
record,number,3.8,scws
record,record,8.7,scws
record,score,2.7,scws
record,write,3.4,scws
recovery,improvement,6.3,scws
recovery,rally,1.95,scws
reduced,abbreviate,4.5,scws
reduced,bated,3.7,scws
reduced,low,4.45,scws
reduced,out,3.75,scws
reduced,reduced,8.5,scws
reduce,reduce,9.4,scws
reduce,simplify,5.55,scws
reduce,slash,5.3,scws
reed,plant,2.3,scws
registration,arrangement,3.95,scws
registration,body,0.1,scws
registration,entrance,2.8,scws
relieve,comfort,4.6,scws
relieve,free,6.6,scws
relieve,relieve,7.1,scws
report,announce,6.45,scws
report,blue,2.85,scws
report,gain,1.1,scws
reservation,fine,2.2,scws
