WORD,EXAMPLE,SOURCE
shot, he took a shot at the target and missed,gpt-simple
shot, i need to get my flu shot before flu season starts,gpt-simple
shot, the photographer captured an amazing shot of the sunset,gpt-simple
shot, the basketball player made an impressive shot from the three-point line,gpt-simple
shot, the doctor administered a shot of pain medication to numb the area before the surgery,gpt-simple
season, the fall season brings cooler weather and colorful leaves,gpt-simple
season, i love to watch my favorite tv show when it's in season,gpt-simple
season, she seasons her food with a variety of spices to enhance the flavor,gpt-simple
season, the dry season in this region lasts for several months,gpt-simple
season, many people enjoy going skiing during the winter season,gpt-simple
blush, she couldn't help but blush when he complimented her outfit,gpt-simple
blush, the rose petals turned a beautiful shade of blush in the morning sunlight,gpt-simple
blush," he could feel his face flush and his cheeks turn bright red with embarrassment, causing him to blush",gpt-simple
blush, the bride's blush gown looked stunning against her fair complexion,gpt-simple
blush, the politician's comment made the audience collectively blush in disbelief,gpt-simple
drum, he played the drum at the concert last night,gpt-simple
drum, the sound of the drum echoed through the room,gpt-simple
drum," she tapped her fingers on the drum, creating a rhythmic beat",gpt-simple
drum, the drummer set up his drum kit on the stage,gpt-simple
drum, the drum was used as a means of communication in ancient civilizations,gpt-simple
negative," the doctor told me that my test results came back negative, which means i don't have any serious health issues",gpt-simple
negative, his negative attitude towards everything always brings the mood down,gpt-simple
negative, the negative impact of pollution on the environment is becoming increasingly evident,gpt-simple
negative, i didn't mean to make a negative comment about your work; i was just offering constructive criticism,gpt-simple
negative, please try to avoid negative words and phrases when giving feedback to your colleagues,gpt-simple
propose, he got down on one knee to propose to his girlfriend,gpt-simple
propose, the committee will propose a new policy at the next meeting,gpt-simple
propose, i propose that we go out for dinner tonight,gpt-simple
propose, the scientist proposed a hypothesis to explain the phenomenon,gpt-simple
propose, the architect proposed a design for the new building,gpt-simple
vanish, the magician made the rabbit vanish from the hat,gpt-simple
vanish," as the sun set, the shadows began to vanish from the room",gpt-simple
vanish," the evidence seemed to vanish into thin air, leaving the detectives puzzled",gpt-simple
vanish, she wished she could vanish into the crowd and escape the awkward situation,gpt-simple
vanish," the memories of that day still haunt him, refusing to vanish from his mind",gpt-simple
dash," she quickly dashed across the finish line, winning the race",gpt-simple
dash, the chef added a dash of salt to enhance the flavor of the soup,gpt-simple
dash," the car was damaged in the accident, with a large dent in the front right dash",gpt-simple
dash, the student used a dash to separate two independent clauses in her essay,gpt-simple
dash, the sudden rainstorm forced us to dash inside for cover,gpt-simple
class," in the morning, i have a yoga class to help me relax and stretch my muscles",gpt-simple
class, the teacher asked the students to form groups and work together on a class project,gpt-simple
class," the ballet dancer wore an elegant dress for her performance, showcasing her grace and class",gpt-simple
class, the professor teaches a class on shakespearean literature and his lectures are always engaging,gpt-simple
class, the economic class of a society refers to the group of people who share similar levels of income and wealth,gpt-simple
straw,the farmer used a straw to feed the horses,gpt-simple
straw,she sipped her drink through a straw,gpt-simple
straw,the scarecrow in the field was made of straw,gpt-simple
straw,we need to buy some straw to line the chicken coop,gpt-simple
straw,he built a straw hut on the beach for his vacation,gpt-simple
lick, the dog gave me a lick on my hand to show affection,gpt-simple
lick, the child licked the ice cream cone before it melted,gpt-simple
lick," the flames licked the edge of the building, threatening to engulf it",gpt-simple
lick, he licked his lips in anticipation of the delicious meal,gpt-simple
lick, the cat groomed itself by giving a quick lick to its paw,gpt-simple
exhale," after a long day at work, she sat down on the couch and took a deep breath, ready to exhale all her stress and worries",gpt-simple
exhale," the yoga instructor instructed the class to inhale deeply and then exhale slowly, using their breath to release tension and find inner calmness",gpt-simple
exhale," the doctor asked the patient to exhale forcefully as he listened to their lungs with a stethoscope, checking for any signs of respiratory problems",gpt-simple
exhale," the scuba diver slowly ascended to the surface of the water, making sure to exhale continuously to prevent any potential lung injuries caused by rapid pressure changes",gpt-simple
exhale," the singer took a deep breath before hitting the high note, making sure to exhale smoothly and control her airflow to produce a flawless, powerful sound",gpt-simple
shadow, the tall trees cast a long shadow over the picnic blanket,gpt-simple
shadow, she could see her shadow stretching out in front of her as the sun set,gpt-simple
shadow, he felt a shadow of doubt creep into his mind as he considered his decision,gpt-simple
shadow," the detective followed the suspect, always staying one step behind in the shadows",gpt-simple
shadow," the moonlight created an eerie shadow on the old, abandoned house",gpt-simple
surprise, the unexpected arrival of my friends at my birthday party was a delightful surprise,gpt-simple
surprise, the plot twist in the movie caught me by surprise and left me on the edge of my seat,gpt-simple
surprise, the teacher's surprise quiz caught many students off guard,gpt-simple
surprise, it was no surprise to anyone when she won the award for best actress; she had been the frontrunner since the beginning,gpt-simple
surprise, opening the gift and finding a puppy inside was the most wonderful surprise i could have imagined,gpt-simple
stew, i love to eat a warm bowl of beef stew on a cold winter day,gpt-simple
stew, the chef stewed the vegetables in a flavorful broth for the soup,gpt-simple
stew," the political situation in the country has been stewing for months, leading to unrest among the citizens",gpt-simple
stew," she stewed over her decision for days, unsure of which path to take",gpt-simple
stew," the pot was left on the stove for too long, causing the food to stew and burn",gpt-simple
stink, the garbage in the bin began to stink after a few days,gpt-simple
stink, he forgot to wear deodorant and started to stink by the end of the day,gpt-simple
stink," the smell of rotten eggs filled the room, making it stink horribly",gpt-simple
stink, the old socks in the laundry hamper had been left for too long and now they stink,gpt-simple
stink," the sewage leak caused the entire neighborhood to stink, making it unbearable to stay outside",gpt-simple
sell, the store owner decided to sell his old inventory at a discounted price,gpt-simple
sell, she was able to sell her artwork at a local art fair,gpt-simple
sell, the real estate agent was determined to sell the house quickly,gpt-simple
sell, the company plans to sell their new product exclusively online,gpt-simple
sell," he was reluctant to sell his car, as it held sentimental value",gpt-simple
head, she gently rested her head on the soft pillow,gpt-simple
head, the ceo asked his employees to brainstorm and come up with fresh ideas to help the company stay ahead of the competition,gpt-simple
head, the doctor examined the x-ray and pointed out a fracture at the top of the patient's head,gpt-simple
head, the teacher instructed the students to raise their hands if they had a question,gpt-simple
head," the soccer player scored a goal with a powerful header, using his head to direct the ball into the net",gpt-simple
aggravate, the loud music from the party next door is starting to aggravate me,gpt-simple
aggravate, please don't aggravate your sister by teasing her,gpt-simple
aggravate, his constant complaining about the weather only serves to aggravate my mood,gpt-simple
aggravate, taking on additional responsibilities at work will only aggravate his stress levels,gpt-simple
aggravate, it's important not to aggravate a muscle injury by continuing to exercise,gpt-simple
offend," i didn't mean to offend you with my comment, i was just joking",gpt-simple
offend, his rude behavior at the party offended everyone in the room,gpt-simple
offend, the controversial art exhibit was intended to challenge and offend societal norms,gpt-simple
offend, the offensive language used by the comedian on stage offended many members of the audience,gpt-simple
offend, she was deeply hurt and offended by the false accusations made against her,gpt-simple
pillow, i fluffed up the pillow and laid my head down to sleep,gpt-simple
pillow, the pillow fight at the slumber party was a chaotic mess,gpt-simple
pillow, my grandmother sewed a beautiful decorative pillow for the living room couch,gpt-simple
pillow," as i sat on the window sill, i leaned against the soft pillow for some extra comfort",gpt-simple
pillow," the hotel provided a selection of different pillows for guests to choose from, including memory foam and down-filled options",gpt-simple
concrete, the construction workers poured the wet concrete into the foundation,gpt-simple
concrete, the abstract concept of love is difficult to grasp because it is not concrete,gpt-simple
concrete, the scientist conducted experiments to test the concrete properties of the new material,gpt-simple
concrete, the detective needed concrete evidence to solve the crime,gpt-simple
concrete, the artist used concrete blocks to create a unique sculpture,gpt-simple
curve, she drew a perfect curve on the whiteboard,gpt-simple
curve," the road ahead had a sharp curve, making it difficult to see what was coming",gpt-simple
curve, the sales curve for the new product has been steadily increasing,gpt-simple
curve, the dancer gracefully moved her body in a fluid curve,gpt-simple
curve," the graph shows a downward curve, indicating a decrease in sales",gpt-simple
plain," the cake was decorated with a simple, plain icing",gpt-simple
plain, she wore a plain black dress to the party,gpt-simple
plain," the landscape stretched out before us, a vast plain with no hills or mountains in sight",gpt-simple
plain," he stated his opinion in plain terms, leaving no room for confusion",gpt-simple
plain," the fabric of the curtains was plain, without any patterns or designs",gpt-simple
neck, she wore a beautiful necklace around her neck,gpt-simple
neck, he complained of a stiff neck after sleeping in an uncomfortable position,gpt-simple
neck, the giraffe's long neck allowed it to reach the leaves on tall trees,gpt-simple
neck, the violinist gracefully moved her fingers up and down the neck of the instrument,gpt-simple
neck, the doctor examined the patient's neck for any signs of swelling or tenderness,gpt-simple
flap, the bird's wings began to flap as it took off into the sky,gpt-simple
flap, she quickly flapped the towel to get rid of the dust,gpt-simple
flap, the politician caused a flap with his controversial statement,gpt-simple
flap, the dog's ears flapped in the wind as it stuck its head out of the car window,gpt-simple
flap, the curtains flapped in the breeze coming through the open window,gpt-simple
japanese, i am learning japanese language at a language school in tokyo,gpt-simple
japanese, the japanese cuisine is known for its delicious sushi and ramen dishes,gpt-simple
japanese, my friend gifted me a beautiful japanese fan as a souvenir from her trip to kyoto,gpt-simple
japanese, the japanese economy experienced a significant growth in the 1980s,gpt-simple
japanese," japanese literature includes famous works like ""the tale of genji"" and ""rashomon""",gpt-simple
adopt, many families choose to adopt a child instead of having biological children,gpt-simple
adopt, the government decided to adopt new policies to address the issue of climate change,gpt-simple
adopt, the organization decided to adopt a stray dog and give it a loving home,gpt-simple
adopt," after much consideration, the couple decided to adopt a vegan lifestyle",gpt-simple
adopt, the company made the decision to adopt new technology to improve efficiency in their operations,gpt-simple
crash, i heard a loud crash coming from the kitchen,gpt-simple
crash, the car crash resulted in several injuries,gpt-simple
crash, i crashed on my friend's couch after the party,gpt-simple
crash," the stock market experienced a crash, causing panic among investors",gpt-simple
crash, i crashed the computer by accidentally deleting an important file,gpt-simple
cone, i licked the vanilla ice cream cone until it was completely gone,gpt-simple
cone, the traffic cones were placed along the road to redirect drivers,gpt-simple
cone, the pine cone fell from the tree and landed on the ground,gpt-simple
cone," the wizard wore a cone-shaped hat, which added to his mystical appearance",gpt-simple
cone," the speaker used a megaphone to amplify his voice, which had a cone-like shape",gpt-simple
series, i love watching tv series,gpt-simple
series, the bookstore has a great selection of mystery series,gpt-simple
series, the car experienced a series of breakdowns,gpt-simple
series, the detective followed a series of clues to solve the case,gpt-simple
series, the artist created a series of paintings inspired by nature,gpt-simple
attach, please attach the document to your email before sending it,gpt-simple
attach, the artist decided to attach a small sculpture to the wall,gpt-simple
attach," i need you to attach this button to my shirt, it fell off earlier",gpt-simple
attach, the detective was able to attach the suspect to the crime scene,gpt-simple
attach, it's important to attach a cover letter to your job application,gpt-simple
dunk, he loves to dunk his cookies in milk before eating them,gpt_gdex
dunk," the basketball player executed a powerful dunk, scoring two points for his team",gpt_gdex
dunk, she decided to dunk her paintbrush into the water to clean it,gpt_gdex
dunk, the chef showed off his skills by dunking the donuts into the glaze,gpt_gdex
dunk, the kids were excited to dunk their friends in the water during the summer camp activity,gpt_gdex
exotic, she filled her living room with exotic plants from all over the world,gpt_gdex
exotic, the restaurant offered a menu filled with exotic dishes like kangaroo steak and fried crickets,gpt_gdex
exotic, the vibrant colors and intricate patterns of the exotic carpet caught everyone's attention,gpt_gdex
exotic, the zoo had a section dedicated to showcasing exotic animals from different continents,gpt_gdex
exotic," the perfume had a unique and exotic fragrance, reminiscent of tropical flowers and spices",gpt_gdex
painting, i spent the weekend working on a beautiful painting of a sunset,gpt_gdex
painting, the walls of the gallery were adorned with colorful abstract paintings,gpt_gdex
painting, the art teacher demonstrated various painting techniques to the students,gpt_gdex
painting, the museum was exhibiting a collection of ancient cave paintings,gpt_gdex
painting," she described her experience in vivid detail, painting a picture of the bustling city streets",gpt_gdex
flap, the bird's wings began to flap rapidly as it took off into the sky,gpt_gdex
flap, she had a small flap of loose skin on her arm that she could pinch,gpt_gdex
flap, the politician's careless remark caused quite a flap among the public,gpt_gdex
flap, the wind made the curtains flap loudly against the window frame,gpt_gdex
flap, the surgeon carefully lifted the flap of tissue to access the underlying muscles,gpt_gdex
house, i live in a small house on the outskirts of town,gpt_gdex
house, the museum is housed in a historic building,gpt_gdex
house, we decided to house our guests in a cozy guesthouse,gpt_gdex
house, the university houses a diverse range of academic departments,gpt_gdex
house, the bird built its nest inside the hollow of a tree trunk,gpt_gdex
wire, the electrician used a wire to connect the light fixture to the power source,gpt_gdex
wire," the detective found a wire at the crime scene, indicating a possible connection to the suspect",gpt_gdex
wire," the tightrope walker carefully balanced on the wire, showcasing their incredible skill and courage",gpt_gdex
wire," the journalist received an anonymous tip via wire transmission, revealing crucial information about the scandal",gpt_gdex
wire," the gardener used wire to train the plants to grow in a specific direction, creating an artistic and controlled garden",gpt_gdex
mind, i can't get you off my mind,gpt_gdex
mind, please mind your own business,gpt_gdex
mind, she has a brilliant mind for mathematics,gpt_gdex
mind, he doesn't mind staying late at work,gpt_gdex
mind," the child has a curious mind, always asking questions",gpt_gdex
minister, the prime minister appointed a new cabinet minister to oversee the education sector,gpt_gdex
minister, the priest delivered a powerful sermon as the congregation listened intently to the minister's words,gpt_gdex
minister, the diplomat met with the foreign minister to discuss the ongoing trade negotiations between the two countries,gpt_gdex
minister, the health minister announced new measures to improve access to healthcare services in rural areas,gpt_gdex
minister, the wedding ceremony was conducted by a minister who united the couple in holy matrimony,gpt_gdex
smoke, i could smell the sweet smoke from the barbecue as i approached the park,gpt_gdex
smoke, the firefighters worked tirelessly to extinguish the thick smoke billowing from the burning building,gpt_gdex
smoke," he took a long drag on his cigarette, exhaling a cloud of smoke into the air",gpt_gdex
smoke," the smoke alarm went off, alerting us to the presence of a potential fire",gpt_gdex
smoke," the factory emitted toxic smoke into the atmosphere, causing concern among the local residents",gpt_gdex
snatch, the thief attempted to snatch the woman's purse as she walked down the street,gpt_gdex
snatch, the little girl managed to snatch a cookie from the jar without her mother noticing,gpt_gdex
snatch, the hiker reached out to snatch a beautiful wildflower from the mountainside,gpt_gdex
snatch, the basketball player made a quick snatch for the rebound and passed the ball to his teammate,gpt_gdex
snatch, the detective finally managed to snatch a crucial piece of evidence that would solve the case,gpt_gdex
attempt," i made an attempt to climb mount everest, but i had to turn back due to bad weather",gpt_gdex
attempt, the detective is attempting to solve the mysterious murder case that has baffled the entire town,gpt_gdex
attempt, she attempted to break the world record for the longest distance swam in 24 hours,gpt_gdex
attempt, the company is making an attempt to reduce its carbon footprint by implementing sustainable practices,gpt_gdex
attempt, the young boy attempted to ride his bike without training wheels for the first time,gpt_gdex
choke, he choked on a piece of food and had to be rushed to the hospital,gpt_gdex
choke, the police officer used a chokehold to subdue the suspect,gpt_gdex
choke, the narrow streets were choked with traffic during rush hour,gpt_gdex
choke, the smoke from the fire caused her to cough and choke,gpt_gdex
choke," the team choked in the final minutes of the game, allowing their opponents to score the winning goal",gpt_gdex
away, i need to put my phone away during dinner to avoid distractions,gpt_gdex
away, the cat ran away when it saw the vacuum cleaner,gpt_gdex
away," the vacation is still a few weeks away, so we have plenty of time to plan",gpt_gdex
away," the kids were playing soccer in the park, kicking the ball back and forth",gpt_gdex
away, the teacher asked the students to step away from their desks and form a line,gpt_gdex
reduce, reducing the amount of sugar in your diet can help improve your overall health,gpt_gdex
reduce, the company plans to reduce its carbon emissions by implementing sustainable practices,gpt_gdex
reduce, the new software program aims to reduce the time it takes to complete the task,gpt_gdex
reduce, the doctor recommended a medication to help reduce the inflammation in my joints,gpt_gdex
reduce, we need to reduce our expenses in order to save more money for our vacation,gpt_gdex
carpet, i tripped over the loose carpet and fell down the stairs,gpt_gdex
carpet," the hotel room was adorned with a plush, red carpet",gpt_gdex
carpet," the cat loves to scratch the carpet, despite having a scratching post",gpt_gdex
carpet, we rolled out the carpet in preparation for the formal event,gpt_gdex
carpet, she vacuumed the carpet to remove dirt and pet hair,gpt_gdex
munch, i could hear the sound of my dog munching on his bone in the other room,gpt_gdex
munch, the children sat on the picnic blanket and happily munched on sandwiches and chips,gpt_gdex
munch," as i watched a movie, i absentmindedly munched on a bag of popcorn",gpt_gdex
munch," the caterpillar munched its way through the leaves, leaving a trail of half-eaten foliage behind",gpt_gdex
munch," the horse grazed peacefully in the field, munching on the fresh grass",gpt_gdex
presence," her presence in the room was immediately felt, as everyone turned to look at her",gpt_gdex
presence, the ceo's strong presence commanded respect and attention from all employees,gpt_gdex
presence, the absence of his presence at the meeting was noted by his colleagues,gpt_gdex
presence, the calming presence of the ocean waves helped her relax and forget her worries,gpt_gdex
presence, the actor's powerful stage presence captivated the audience throughout the entire performance,gpt_gdex
blow," the wind began to blow, signaling the start of the storm",gpt_gdex
blow," after lighting the candle, she blew out the match",gpt_gdex
blow," the boxer delivered a powerful blow to his opponent's jaw, knocking him out cold",gpt_gdex
blow, the company suffered a major blow when their biggest client decided to terminate their contract,gpt_gdex
blow," the detective's discovery blew the case wide open, revealing a shocking truth",gpt_gdex
pause, he took a pause in his speech to gather his thoughts,gpt_gdex
pause, the music came to a pause before the next verse,gpt_gdex
pause, the runner had to pause to catch her breath,gpt_gdex
pause, the teacher asked the students to pause their work and listen to her instructions,gpt_gdex
pause, the movie had a dramatic pause before revealing the plot twist,gpt_gdex
topic, the professor discussed the main <b>topic</b> of the lecture for the day,gpt_gdex
topic, the students engaged in a lively debate about the controversial <b>topic</b> of climate change,gpt_gdex
topic," the book covers a wide range of <b>topics</b>, from history to science and art",gpt_gdex
topic," i'm sorry, but i don't feel comfortable discussing personal <b>topics</b> with strangers",gpt_gdex
topic," the news anchor introduced the next <b>topic</b> of the segment, which was about the latest advancements in technology",gpt_gdex
supply, the store has a limited supply of fresh produce,gpt_gdex
supply, the company is struggling to meet the demand for their product due to a shortage in supply,gpt_gdex
supply, the government has implemented strict regulations to control the supply of certain medications,gpt_gdex
supply, the teacher asked the students to bring their own supplies for the project,gpt_gdex
supply, the construction workers are working hard to keep the supply of materials consistent,gpt_gdex
capture, the photographer managed to capture the perfect sunset over the ocean,gpt_gdex
capture, the police were able to capture the fugitive after a lengthy chase,gpt_gdex
capture, the artist's paintings beautifully capture the essence of nature,gpt_gdex
capture, the documentary film captures the struggles of a small community in rural india,gpt_gdex
capture, the scientist used a special device to capture the images of distant galaxies,gpt_gdex
enter, i enter the room and immediately notice the beautiful artwork hanging on the walls,gpt_gdex
enter," the detective carefully enters the crime scene, searching for any clues that could help solve the case",gpt_gdex
enter, please enter your password to access your online banking account,gpt_gdex
enter," the actress nervously enters the stage, ready to perform in front of a live audience",gpt_gdex
enter," the hiker decides to enter the dense forest, eager to explore its hidden beauty",gpt_gdex
shade, the tree provided shade from the scorching sun,gpt_gdex
shade, she put on her sunglasses to protect her eyes from the bright shade,gpt_gdex
shade, the artist used different shades of blue to create a calming atmosphere in the painting,gpt_gdex
shade, the detective noticed a shade of suspicion in the suspect's eyes,gpt_gdex
shade," the old building had a gloomy shade, with its faded paint and broken windows",gpt_gdex
depend, i always depend on my alarm clock to wake me up in the morning,gpt_gdex
depend, the success of the project will depend on the cooperation of all team members,gpt_gdex
depend, the outcome of the game will depend on the performance of the star player,gpt_gdex
depend, your eligibility for the scholarship will depend on your academic achievements,gpt_gdex
depend, the decision to cancel the event will depend on the weather forecast,gpt_gdex
hunger," after fasting for 24 hours, i felt a gnawing hunger in my stomach",gpt_gdex
hunger, the charity organization aims to alleviate hunger by providing meals to those in need,gpt_gdex
hunger," as a competitive athlete, she had an insatiable hunger for victory",gpt_gdex
hunger, the hunger for knowledge drove him to pursue higher education and continuously learn new things,gpt_gdex
hunger, the artist's hunger for creativity led her to explore various mediums and styles in her artwork,gpt_gdex
carrier,a postal carrier delivered the package to my doorstep,gpt_gdex
carrier,"the virus spreads through a carrier, such as a mosquito or a tick",gpt_gdex
carrier,"she works as a flight attendant for a major airline, serving as a carrier of passengers",gpt_gdex
carrier,the truck served as a carrier for transporting goods from the warehouse to the store,gpt_gdex
carrier,the newspaper is known for being a carrier of information and news to the community,gpt_gdex
acknowledge," when you receive a gift, it is polite to acknowledge it with a thank-you note",gpt_gdex
acknowledge, the professor nodded to acknowledge the student's raised hand,gpt_gdex
acknowledge, the company issued a statement to acknowledge the mistake and apologize for any inconvenience caused,gpt_gdex
acknowledge, it is important to acknowledge the hard work and dedication of the team members,gpt_gdex
acknowledge, the government needs to acknowledge the concerns of the citizens and address them accordingly,gpt_gdex
fear, i couldn't sleep at night because of the fear of failure looming over me,gpt_gdex
fear," the child clung to her mother, trembling with fear as the thunderstorm raged outside",gpt_gdex
fear, the fear of heights kept him from enjoying the breathtaking view from the top of the skyscraper,gpt_gdex
fear," despite his fear of public speaking, he mustered up the courage to deliver a powerful presentation",gpt_gdex
fear," the fear of spiders paralyzed her, making it impossible for her to even enter a room where one was present",gpt_gdex
stand, i couldn't see the stage because i was standing at the back of the crowd,gpt_gdex
stand," the old tree still stands tall, despite its branches being bare",gpt_gdex
stand, he took a stand against injustice and fought for equal rights,gpt_gdex
stand, the teacher asked the students to take a stand and share their opinions on the topic,gpt_gdex
stand, the bookshelf is wobbly and doesn't stand straight,gpt_gdex
waking," i woke up to the sound of birds chirping, signaling the start of a new day",gpt_gdex
waking," the baby started crying, interrupting my peaceful waking moments",gpt_gdex
waking," the patient remained in a comatose state, showing no signs of waking",gpt_gdex
waking," the scent of freshly brewed coffee wafted through the air, enticing me into a state of full waking",gpt_gdex
waking," the sudden loud noise startled me out of my deep sleep, leaving me disoriented in the waking hours of the night",gpt_gdex
knit, she learned how to knit a scarf for the winter,gpt_gdex
knit, the close-knit community always came together to support one another,gpt_gdex
knit, the doctor had to knit the broken bones back together,gpt_gdex
knit, the intricate lace pattern was carefully knit into the sweater,gpt_gdex
knit, the different sectors of the economy are tightly knit and interdependent,gpt_gdex
substance, the scientist analyzed the substance found at the crime scene to determine its chemical composition,gpt_gdex
substance," she felt a sense of substance in her argument, as she presented well-researched facts and logical reasoning",gpt_gdex
substance, the artist used different painting techniques to create texture and give the artwork a three-dimensional substance,gpt_gdex
substance, the doctor prescribed a medication to treat the substance abuse problem and help the patient overcome addiction,gpt_gdex
substance, the architect designed the building with strong and durable materials to ensure its structural substance,gpt_gdex
cross, the hiker had to cross the river using a narrow wooden bridge,gpt_gdex
cross," the two friends decided to cross the street together, holding hands",gpt_gdex
cross, the teacher drew a cross on the board to represent addition,gpt_gdex
cross, the detective was trying to cross-reference the suspect's alibi with witness testimonies,gpt_gdex
cross," the athlete took part in a cross-country race, running through fields and forests",gpt_gdex
hear, i can hear the sound of the birds chirping outside my window,gpt_gdex
hear," please speak louder, i have trouble hearing you from this distance",gpt_gdex
hear, the judge will hear the evidence before making a decision,gpt_gdex
hear, i heard a rumor that they are getting married next month,gpt_gdex
hear, we are going to the concert tonight to hear our favorite band play live,gpt_gdex
hide, the children played a game of hide and seek in the backyard,gpt_gdex
hide, the detective managed to hide behind the bushes and observe the suspect without being noticed,gpt_gdex
hide, she used makeup to hide the blemishes on her face,gpt_gdex
hide, the treasure hunters discovered an ancient map hidden inside the old book,gpt_gdex
hide, the cat likes to hide under the bed whenever it's scared,gpt_gdex
dawn, the first light of dawn painted the sky in hues of pink and orange,gpt_gdex
dawn," as the sun began to rise, the beauty of the dawn filled the horizon",gpt_gdex
dawn, she woke up at the crack of dawn to catch the early morning train,gpt_gdex
dawn, the dawn of a new era brought about significant changes in technology,gpt_gdex
dawn," they stood at the edge of the cliff, eagerly waiting for the dawn to break and reveal the breathtaking view",gpt_gdex
cruel," the cruel dictator ruled with an iron fist, suppressing any form of dissent",gpt_gdex
cruel, it was cruel of her to abandon her loyal dog on the side of the road,gpt_gdex
cruel, the cruel comments from her classmates made her feel isolated and dejected,gpt_gdex
cruel, the cruel winter storm left the town without power for days,gpt_gdex
cruel, the cruel irony of the situation was that the thief ended up losing all the stolen money,gpt_gdex
deceased," the family was devastated by the sudden passing of their beloved dog, who is now deceased",gpt_gdex
deceased, the deceased was laid to rest in a beautiful ceremony attended by family and friends,gpt_gdex
deceased, the deceased left behind a will that outlined how their assets should be distributed,gpt_gdex
deceased, the police are investigating the circumstances surrounding the deceased's untimely death,gpt_gdex
deceased, the deceased's family members gathered to honor their memory and share stories of their life,gpt_gdex
fresh, i love starting my day with a fresh cup of coffee,gpt_gdex
fresh, the air in the countryside is so fresh and clean,gpt_gdex
fresh, the grocery store always has a wide selection of fresh fruits and vegetables,gpt_gdex
fresh, she applied a fresh coat of paint to the walls to brighten up the room,gpt_gdex
fresh, the chef prepared a delicious meal using fresh ingredients from the farmer's market,gpt_gdex
swallow, the bird swooped down and swallowed the fish whole,gpt_gdex
swallow, she had a hard time swallowing the bitter medicine,gpt_gdex
swallow, he couldn't believe the audacity of his opponent's swallows during the debate,gpt_gdex
swallow, the hiker had to carefully swallow his fear as he continued along the treacherous path,gpt_gdex
swallow, the company had to swallow the financial loss after their latest product failed in the market,gpt_gdex
surpass, she surpassed all expectations with her outstanding performance in the competition,gpt_gdex
surpass, the new smartphone model surpasses its predecessor in terms of features and functionality,gpt_gdex
surpass, the athlete's record-breaking jump surpassed the previous world record by a significant margin,gpt_gdex
surpass, the company's sales figures surpassed their projected targets for the quarter,gpt_gdex
surpass, the breathtaking beauty of the sunset surpassed anything she had ever seen before,gpt_gdex
confident," she walked into the room with a confident stride, clearly owning her presence",gpt_gdex
confident," despite facing numerous setbacks, he remained confident in his ability to achieve success",gpt_gdex
confident, the confident speaker captivated the audience with her persuasive arguments and charismatic delivery,gpt_gdex
confident," the young gymnast executed her routine flawlessly, displaying incredible balance and confident movements",gpt_gdex
confident," the job applicant exuded confidence during the interview, answering questions with ease and conviction",gpt_gdex
concern, my main concern is the safety of my children,gpt_gdex
concern, the new regulations are a cause for concern among small business owners,gpt_gdex
concern, the doctor expressed concern over the patient's worsening condition,gpt_gdex
concern, the government's concern for the environment has led to stricter regulations,gpt_gdex
concern, the teacher's concern for her students' progress is evident in her dedication to their success,gpt_gdex
practice, she spends hours every day practicing the piano to improve her skills,gpt_gdex
practice," the doctor's practice is located in the city center, making it convenient for patients",gpt_gdex
practice, it is important to practice good hygiene by washing your hands regularly,gpt_gdex
practice, the team had a grueling practice session to prepare for the upcoming tournament,gpt_gdex
practice, the lawyer advised his client to practice caution when discussing the case with others,gpt_gdex
flimsy," the flimsy tent collapsed in the strong winds, leaving the campers exposed to the elements",gpt_gdex
flimsy, the student's argument was based on flimsy evidence and lacked any substantial support,gpt_gdex
flimsy," the bookshelf was poorly constructed, with flimsy shelves that couldn't hold many books",gpt_gdex
flimsy, the flimsy excuse given by the employee for being late to work was met with skepticism by the supervisor,gpt_gdex
flimsy," the detective discovered a flimsy alibi for the suspect, casting doubt on their innocence",gpt_gdex
initial," during the initial stage of the project, we will conduct market research to gather relevant data",gpt_gdex
initial, the company's initial public offering was met with great enthusiasm from investors,gpt_gdex
initial," i was initially hesitant to try the new restaurant, but the food turned out to be delicious",gpt_gdex
initial," the initials ""j.k."" are used as a pen name by the famous author j.k. rowling",gpt_gdex
initial," the patient's initial symptoms suggested a common cold, but further tests revealed it was a severe flu",gpt_gdex
remove, please remove your shoes before entering the house,gpt_gdex
remove, the technician used a special tool to remove the screws from the device,gpt_gdex
remove, the stain on my shirt is stubborn and won't easily remove with just water,gpt_gdex
remove, the city council decided to remove the old playground and build a new one in its place,gpt_gdex
remove, it is important to remove any distractions from your workspace in order to stay focused,gpt_gdex
young, the young girl was excited to start her first day of school,gpt_gdex
young, the young couple decided to adopt a puppy to start their family,gpt_gdex
young, the young trees in the forest grew taller and stronger each year,gpt_gdex
young, the young athlete showed great potential and talent in her chosen sport,gpt_gdex
young, the young artist's unique style and creativity caught the attention of art critics,gpt_gdex
adjust, she had to adjust the seat in the car to find a comfortable position for her long drive,gpt_gdex
adjust, the mechanic had to adjust the carburetor to improve the engine's performance,gpt_gdex
adjust, he had to adjust his schedule to accommodate the unexpected meeting,gpt_gdex
adjust, the therapist helped her adjust to the new medication by monitoring her progress closely,gpt_gdex
adjust, the photographer had to adjust the exposure settings to capture the perfect shot in low light,gpt_gdex
subway, i take the subway to work every morning,gpt_gdex
subway, the construction workers were busy digging a subway tunnel beneath the city streets,gpt_gdex
subway, we decided to grab a quick bite to eat at the subway before catching our train,gpt_gdex
